;0;1
139;https://www.comprecar.com.br/carros-usados/indaiatuba/onix-10-1668105;['2021', '2022', 'Vinho', 'CHEVROLET', '4']
140;https://www.comprecar.com.br/carros-usados/jundiai/nivus-10-200-tsi-highline-1622687;['2021', '2022', 'Vermelho', 'Volkswagen', '4']
141;https://www.comprecar.com.br/carros-usados/jundiai/pulse-10-turbo-200-impetus-1646238;['2021', '2022', 'Cinza', 'Fiat', '4']
142;https://www.comprecar.com.br/carros-usados/jundiai/commander-13-t270-turbo-limited-1646268;['2022', '2022', 'Prata', 'JEEP', '4']
143;https://www.comprecar.com.br/carros-usados/jundiai/corolla-cross-20-vvt-ie-xre-1646281;['2021', '2022', 'Branco', 'Toyota', '4']
144;https://www.comprecar.com.br/carros-usados/jundiai/t-cross-10-200-tsi-1543216;['2019', '2020', 'Cinza', 'Volkswagen', '4']
145;https://www.comprecar.com.br/carros-usados/sorocaba/sandero-16-stepway-16v-4p-manual-1655542;['2011', '2012', 'Preto', 'Renault', '4']
146;https://www.comprecar.com.br/carros-usados/jundiai/q3-14-35-tfsi-black-s-tronic-1646355;['2021', '2022', 'Cinza', 'Audi', '4']
147;https://www.comprecar.com.br/carros-usados/jundiai/208-16-16v-allure-1649989;['2021', '2022', 'Azul', 'PEUGEOT', '4']
148;https://www.comprecar.com.br/carros-usados/jundiai/hilux-28-d-4d-turbo-cd-srx-4x4-1651741;['2021', '2022', 'Cinza', 'Toyota', '4']
149;https://www.comprecar.com.br/carros-usados/jundiai/eclipse-cross-15-mivec-turbo-hpe-1656866;['2021', '2022', 'Prata', 'Mitsubishi', '4']
150;https://www.comprecar.com.br/carros-usados/jundiai/compass-13-t270-turbo-limited-1657688;['2022', '2022', 'Cinza', 'JEEP', '4']
151;https://www.comprecar.com.br/carros-usados/jundiai/onix-10-turbo-rs-1669059;['2021', '2022', 'Preto', 'CHEVROLET', '4']
152;https://www.comprecar.com.br/carros-usados/indaiatuba/corolla-20-vvt-ie-flex-xei-direct-shift-1666756;['2021', '2022', 'Prata', 'Toyota', '4']
153;https://www.comprecar.com.br/carros-usados/indaiatuba/sandero-10-12v-sce-flex-gt-line-manual-1666757;['2021', '2022', 'Preto', 'Renault', '4']
154;https://www.comprecar.com.br/carros-usados/indaiatuba/corolla-18-vvt-i-hybrid-flex-altis-cvt-1666778;['2021', '2022', 'Preto', 'Toyota', '4']
155;https://www.comprecar.com.br/carros-usados/indaiatuba/corolla-cross-20-vvt-ie-flex-xre-direct-shift-1666801;['2021', '2022', 'Vermelho', 'Toyota', '4']
156;https://www.comprecar.com.br/carros-usados/indaiatuba/compass-13-t270-turbo-flex-s-at6-1668569;['2021', '2022', 'Cinza', 'JEEP', '4']
157;https://www.comprecar.com.br/carros-usados/sorocaba/mobi-10-8v-evo-like-1652327;['2021', '2022', 'Preto', 'Fiat', '4']
158;https://www.comprecar.com.br/carros-usados/porto-feliz/yaris-xl-plus-con-sed-15-flex-16v-aut-1642980;['2021', '2022', 'Prata', 'Toyota', '4']
159;https://www.comprecar.com.br/carros-usados/porto-feliz/toro-endurance-13-t270-4x2-flex-aut-1649269;['2021', '2022', 'Preto', 'Fiat', '4']
160;https://www.comprecar.com.br/carros-usados/pilar-do-sul/s10-28-16v-turbo-high-country-cd-4x4-1571937;['2021', '2022', 'Branco', 'CHEVROLET', '4']
161;https://www.comprecar.com.br/carros-usados/pilar-do-sul/s10-28-ltz-4x4-cd-16v-turbo-1658502;['2021', '2022', 'Branco', 'CHEVROLET', '4']
162;https://www.comprecar.com.br/carros-usados/pilar-do-sul/taos-14-250-tsi-highline-1666965;['2021', '2022', 'Branco', 'Volkswagen', '4']
163;https://www.comprecar.com.br/carros-usados/jundiai/kicks-16-16vstart-advance-1669522;['2022', '2022', 'Branco', 'NISSAN', '4']
164;https://www.comprecar.com.br/carros-usados/sorocaba/hb20s-10-tgdi-evolution-1665478;['2021', '2022', 'Cinza', 'Hyundai', '4']
165;https://www.comprecar.com.br/carros-usados/ibiuna/strada-14-fire-endurance-cs-1667984;['2022', '2022', 'Branco', 'Fiat', '2']
166;https://www.comprecar.com.br/carros-usados/boituva/creta-10-tgdi-limited-hyundai-1657305;['2022', '2022', 'Preto', 'Hyundai', '4']
167;https://www.comprecar.com.br/carros-usados/campinas/corolla-20-vvt-ie-gli-direct-shift-1660225;['2021', '2022', 'Preto', 'Toyota', '4']
168;https://www.comprecar.com.br/carros-usados/campinas/onix-10-flex-manual-1670407;['2021', '2022', 'Azul', 'CHEVROLET', '4']
169;https://www.comprecar.com.br/carros-usados/campinas/kicks-1557918;['2021', '2022', 'Azul', 'NISSAN', '5']
170;https://www.comprecar.com.br/carros-usados/jundiai/corolla-cross-18-vvt-i-hybrid-special-edition-1629203;['2021', '2022', 'Azul', 'Toyota', '4']
171;https://www.comprecar.com.br/carros-usados/jundiai/taos-14-250-tsi-highline-1635720;['2021', '2022', 'Cinza', 'Volkswagen', '4']
172;https://www.comprecar.com.br/carros-usados/jundiai/toro-13-turbo-270-freedom-1643874;['2021', '2022', 'Branco', 'Fiat', '4']
173;https://www.comprecar.com.br/carros-usados/jundiai/captur-13-tce-iconic-1643979;['2021', '2022', 'Cinza', 'Renault', '4']
174;https://www.comprecar.com.br/carros-usados/jundiai/captur-13-tce-iconic-1650101;['2021', '2022', 'Azul', 'Renault', '4']
175;https://www.comprecar.com.br/carros-usados/jundiai/sandero-20-16v-rs-1650109;['2021', '2022', 'Preto', 'Renault', '4']
176;https://www.comprecar.com.br/carros-usados/sorocaba/range-rover-evoque-20-prestige-4wd-16v-4p-automatico-1664872;['2012', '2012', 'Branco', 'LAND ROVER', '4']
177;https://www.comprecar.com.br/carros-usados/sorocaba/corolla-20-xei-16v-4p-automatico-1664946;['2015', '2016', 'Preto', 'Toyota', '4']
178;https://www.comprecar.com.br/carros-usados/jundiai/corolla-20-vvt-ie-xei-1650111;['2021', '2022', 'Branco', 'Toyota', '4']
179;https://www.comprecar.com.br/carros-usados/jundiai/duster-16-16v-sce-iconic-1651870;['2021', '2022', 'Preto', 'Renault', '4']
180;https://www.comprecar.com.br/carros-usados/jundiai/kwid-10-12v-sce-zen-1652924;['2021', '2022', 'Branco', 'Renault', '4']
181;https://www.comprecar.com.br/carros-usados/jundiai/duster-16-16v-sce-iconic-1656875;['2021', '2022', 'Prata', 'Renault', '4']
182;https://www.comprecar.com.br/carros-usados/jundiai/sandero-10-12v-sce-gt-line-1659247;['2021', '2022', 'Branco', 'Renault', '4']
183;https://www.comprecar.com.br/carros-usados/jundiai/kwid-10-12v-sce-outsider-1668544;['2021', '2022', 'Preto', 'Renault', '4']
