;0;1;2;3;4;5;6;7;8
104; FRONTIER 2.3 16V TURBO DIESEL ATTACK CD 4X4 AUTOMÁTICO ; Santa Clara Veículos; Sorocaba; Diesel; 2022;0 KM; Diesel;https://www.comprecar.com.br/carros-usados/sorocaba/frontier-23-16v-turbo-diesel-attack-cd-4x4-automatico-1656692;
105; KICKS 1.6 16V FLEXSTART ADVANCE XTRONIC ; Santa Clara Veículos; Sorocaba; Flex - Álcool e Gasolina; 2022;0 KM; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/sorocaba/kicks-16-16v-flexstart-advance-xtronic-1657460;
106; CRETA 1.6 16V FLEX ACTION AUTOMÁTICO ; Santa Clara Veículos; Sorocaba; Flex - Álcool e Gasolina; 2022;0 KM; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/sorocaba/creta-16-16v-flex-action-automatico-1657521;
107; TORO 2.0 16V TURBO DIESEL VOLCANO 4WD AT9 ; Santa Clara Veículos; Sorocaba; Diesel; 2022;0 KM; Diesel;https://www.comprecar.com.br/carros-usados/sorocaba/toro-20-16v-turbo-diesel-volcano-4wd-at9-1663538;
108; COMPASS 1.3 T270 TURBO FLEX LONGITUDE 80 ANOS AT6 ; Santa Clara Veículos; Sorocaba; Flex - Álcool e Gasolina; 2022;0 KM; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/sorocaba/compass-13-t270-turbo-flex-longitude-80-anos-at6-1666840;
109; RENEGADE 1.3 T270 TURBO FLEX SPORT AT6 ; Santa Clara Veículos; Sorocaba; Flex - Álcool e Gasolina; 2022;0 KM; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/sorocaba/renegade-13-t270-turbo-flex-sport-at6-1666983;
110; COMPASS 1.3 T270 TURBO FLEX LONGITUDE AT6 ; Santa Clara Veículos; Sorocaba; Flex - Álcool e Gasolina; 2022;KM Não informado; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/sorocaba/compass-13-t270-turbo-flex-longitude-at6-1668042;
111; KICKS 1.6 16V FLEXSTART SENSE XTRONIC ; Santa Clara Veículos; Sorocaba; Flex - Álcool e Gasolina; 2022;KM Não informado; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/sorocaba/kicks-16-16v-flexstart-sense-xtronic-1668399;
112; STRADA 1.3 FIREFLY FLEX FREEDOM CD MANUAL ; Santa Clara Veículos; Sorocaba; Flex - Álcool e Gasolina; 2022;0 KM; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/sorocaba/strada-13-firefly-flex-freedom-cd-manual-1668501;
113; NIVUS 1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO ; Santa Clara Veículos; Sorocaba; Flex - Álcool e Gasolina; 2022;KM Não informado; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/sorocaba/nivus-10-200-tsi-total-flex-comfortline-automatico-1668507;
114; NIVUS 1.0 200 TSI TOTAL FLEX HIGHLINE AUTOMÁTICO ; Santa Clara Veículos; Sorocaba; Flex - Álcool e Gasolina; 2022;KM Não informado; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/sorocaba/nivus-10-200-tsi-total-flex-highline-automatico-1670214;
115; CRETA 1.0 TGDI FLEX PLATINUM AUTOMÁTICO ; Santa Clara Veículos; Sorocaba; Flex - Álcool e Gasolina; 2022;KM Não informado; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/sorocaba/creta-10-tgdi-flex-platinum-automatico-1670447;
116; TORO 2.0 16V TURBO DIESEL RANCH 4WD AT9 ; Santa Clara Veículos; Sorocaba; Diesel; 2022;0 KM; Diesel;https://www.comprecar.com.br/carros-usados/sorocaba/toro-20-16v-turbo-diesel-ranch-4wd-at9-1670952;
117; TORO 1.3 TURBO 270 FLEX FREEDOM AT6 ; Santa Clara Veículos; Sorocaba; Flex - Álcool e Gasolina; 2022;0 KM; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/sorocaba/toro-13-turbo-270-flex-freedom-at6-1670954;
118; RANGER 3.2 LIMITED 4X4 CD 20V DIESEL 4P AUTOMÁTICO ; Santa Clara Veículos; Sorocaba; Diesel; 2022;0 KM; Diesel;https://www.comprecar.com.br/carros-usados/sorocaba/ranger-32-limited-4x4-cd-20v-diesel-4p-automatico-1670958;
119; RANGER 3.2 XLT 4X4 CD 20V DIESEL 4P AUTOMÁTICO ; Santa Clara Veículos; Sorocaba; Diesel; 2022;0 KM; Diesel;https://www.comprecar.com.br/carros-usados/sorocaba/ranger-32-xlt-4x4-cd-20v-diesel-4p-automatico-1671002;
120; STRADA 1.3 Firefly Volcano CD ; SL Veículos Sorocaba; Sorocaba; Flex - Álcool e Gasolina; 2022;KM 7; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/sorocaba/strada-13-firefly-volcano-cd-1668289;
121; M3 COMPETITION ; Pozitel Veículos; Tatuí; Gasolina; 2022;0 KM; Gasolina;https://www.comprecar.com.br/carros-usados/tatui/m3-competition-1621659;
122; KICKS - 1.6 16V START EXCLUSIVE XTRONIC ; Soromar Veículos; Sorocaba; Flex - Álcool e Gasolina; 2022;KM 1.300; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/sorocaba/kicks-16-16v-start-exclusive-xtronic-1660282;
123; TAOS 1.4 250 TSI Highline ; Auto Fave Veículos; Jundiaí; Flex - Álcool e Gasolina; 2022;KM Não informado; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/jundiai/taos-14-250-tsi-highline-1628238;
124; COROLLA 2.0 Vvt-ie XEI ; Auto Fave Veículos; Jundiaí; Flex - Álcool e Gasolina; 2022;KM 16.100; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/jundiai/corolla-20-vvt-ie-xei-1647800;
125; T-CROSS 1.0 200 TSI ; Auto Fave Veículos; Jundiaí; Flex - Álcool e Gasolina; 2022;KM Não informado; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/jundiai/t-cross-10-200-tsi-1653538;
126; COROLLA CROSS 2.0 Vvt-ie XRE ; Auto Fave Veículos; Jundiaí; Flex - Álcool e Gasolina; 2022;KM 5.300; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/jundiai/corolla-cross-20-vvt-ie-xre-1654215;
127; T-CROSS 1.0 200 TSI ; Auto Fave Veículos; Jundiaí; Flex - Álcool e Gasolina; 2022;KM Não informado; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/jundiai/t-cross-10-200-tsi-1657818;
128; A3 2.0 40 TFSI Sedan Performance Black ; Auto Fave Veículos; Jundiaí; Gasolina; 2022;KM Não informado; Gasolina;https://www.comprecar.com.br/carros-usados/jundiai/a3-20-40-tfsi-sedan-performance-black-1660497;
129; MAVERICK 2.0 Ecoboost Lariat FX4 ; Auto Fave Veículos; Jundiaí; Gasolina; 2022;KM Não informado; Gasolina;https://www.comprecar.com.br/carros-usados/jundiai/maverick-20-ecoboost-lariat-fx4-1669704;
130; NIVUS 1.0 200 TSI Highline ; Consul Kar Veículos Indaiatuba; Indaiatuba; Flex - Álcool e Gasolina; 2022;KM 45; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/indaiatuba/nivus-10-200-tsi-highline-1654611;
131; KWID 1.0 12V SCE ZEN ; Raul Automóveis; Jundiaí; Flex - Álcool e Gasolina; 2022;KM 57; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/jundiai/kwid-10-12v-sce-zen-1659799;
132; MONTANA SPORT ; Mariano Motors; Sorocaba; Gasolina; 2014;KM 142.416; Gasolina;https://www.comprecar.com.br/carros-usados/sorocaba/montana-sport-1665855;
133; HB20 1.0 CONFORT PLUS ; Mariano Motors; Sorocaba; Flex - Álcool e Gasolina; 2017;KM 86.000; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/sorocaba/hb20-10-confort-plus-1660568;
134; DUSTER 1.6 16V SCE Iconic ; Realeza Multimarcas; Jundiaí; Flex - Álcool e Gasolina; 2022;KM 5.000; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/jundiai/duster-16-16v-sce-iconic-1619838;
135; T-CROSS 1.0 200 TSI Comfortline ; Realeza Multimarcas; Jundiaí; Flex - Álcool e Gasolina; 2022;KM 17.000; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/jundiai/t-cross-10-200-tsi-comfortline-1663469;
136; TORO 2.0 16V Turbo Ranch 4WD ; Realeza Multimarcas; Jundiaí; Diesel; 2022;KM 15.883; Diesel;https://www.comprecar.com.br/carros-usados/jundiai/toro-20-16v-turbo-ranch-4wd-1665730;
137; KICKS - 1.6 16V START EXCLUSIVE XTRONIC ; Maylaski Multimarcas; Sorocaba; Flex - Álcool e Gasolina; 2022;KM 1.350; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/sorocaba/kicks-16-16v-start-exclusive-xtronic-1623012;
138; COROLLA - 2.0 VVT-IE GLI DIRECT SHIFT ; Maylaski Multimarcas; Sorocaba; Flex - Álcool e Gasolina; 2022;KM 9.800; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/sorocaba/corolla-20-vvt-ie-gli-direct-shift-1664412;
139; BONGO 2.5 TD DIESEL STD CS MANUAL ; Kia Motors K Norte; Sorocaba; Diesel; 2022;0 KM; Diesel;https://www.comprecar.com.br/carros-usados/sorocaba/bongo-25-td-diesel-std-cs-manual-1530187;
140; CERATO 2.0 16V FLEX SX AUTOMÁTICO ; Kia Motors K Norte; Sorocaba; Flex - Álcool e Gasolina; 2022;0 KM; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/sorocaba/cerato-20-16v-flex-sx-automatico-1608321;
141; STONIC 1.0 TGDI MHEV SX AUTOMÁTICO ; Kia Motors K Norte; Sorocaba; Gasolina; 2022;0 KM; Gasolina;https://www.comprecar.com.br/carros-usados/sorocaba/stonic-10-tgdi-mhev-sx-automatico-1649408;
142; CERATO 2.0 16V FLEX EX AUTOMÁTICO ; Kia Motors K Norte; Sorocaba; Flex - Álcool e Gasolina; 2022;0 KM; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/sorocaba/cerato-20-16v-flex-ex-automatico-1667764;
143; STONIC 1.0 TGDI MHEV SX AUTOMÁTICO ; Kia Motors K Norte; Sorocaba; Gasolina; 2022;0 KM; Gasolina;https://www.comprecar.com.br/carros-usados/sorocaba/stonic-10-tgdi-mhev-sx-automatico-1671139;
144; IX35 GLS 2.0 16V 2WD FLEX AUT ; Mariano Motors; Sorocaba; Flex - Álcool e Gasolina; 2015;KM 79.150; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/sorocaba/ix35-gls-20-16v-2wd-flex-aut-1637468;
145; GOL - 1.0 MI 8V 4P MANUAL G.V ; Malentachi Veículos; Sorocaba; Flex - Álcool e Gasolina; 2008;KM 176.000; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/sorocaba/gol-10-mi-8v-4p-manual-gv-1645399;
146; C4 CACTUS 1.6 VTI 120 FLEX FEEL EAT6 ; Unidas Seminovos Sorocaba; Sorocaba; Flex - Álcool e Gasolina; 2022;KM 18.461; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/sorocaba/c4-cactus-16-vti-120-flex-feel-eat6-1670430;
147; HB20S 1.0 12V Evolution ; Marcelo Automóveis; Itu; Flex - Álcool e Gasolina; 2022;KM 6.828; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/itu/hb20s-10-12v-evolution-1613203;
148; COMMANDER 2.0 Td380 Turbo Overland ; Marcelo Automóveis; Itu; Diesel; 2022;KM 1.300; Diesel;https://www.comprecar.com.br/carros-usados/itu/commander-20-td380-turbo-overland-1640507;
149; DUSTER OROCH 1.6 16V SCE Express ; Marcelo Automóveis; Itu; Flex - Álcool e Gasolina; 2022;KM 18.178; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/itu/duster-oroch-16-16v-sce-express-1641629;
150; HILUX 2.8 D-4d Turbo CD SRX 4X4 ; Marcelo Automóveis; Itu; Diesel; 2022;KM 150; Diesel;https://www.comprecar.com.br/carros-usados/itu/hilux-28-d-4d-turbo-cd-srx-4x4-1645207;
151; MOBI 1.0 8V Like ; Marcelo Automóveis; Itu; Flex - Álcool e Gasolina; 2022;KM 2.884; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/itu/mobi-10-8v-like-1653597;
152; DUSTER 1.6 16V SCE Iconic ; Marcelo Automóveis; Itu; Flex - Álcool e Gasolina; 2022;KM 7.116; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/itu/duster-16-16v-sce-iconic-1653750;
153; 320I 2.0 16V Turbo Sport GP ; Marcelo Automóveis; Itu; Flex - Álcool e Gasolina; 2022;KM 6.949; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/itu/320i-20-16v-turbo-sport-gp-1671421;
154; HILUX SW4 2.8 D-4d Turbo SRX 7L 4X4 ; Maxima Automóveis; Sorocaba; Diesel; 2022;0 KM; Diesel;https://www.comprecar.com.br/carros-usados/sorocaba/hilux-sw4-28-d-4d-turbo-srx-7l-4x4-1643391;
155; POLO 1.0 200 TSI COMFORTLINE AUTOMÁTICO ; Muricar Automoveis; Itu; Gasolina; 2022;KM 400; Gasolina;https://www.comprecar.com.br/carros-usados/itu/polo-10-200-tsi-comfortline-automatico-1609150;
156; COMPASS 1.3 T270 TURBO FLEX LIMITED AT6 ; Muricar Automoveis; Itu; Flex - Álcool e Gasolina; 2022;KM 9.800; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/itu/compass-13-t270-turbo-flex-limited-at6-1637550;
157; T-CROSS 1.0 200 TSI TOTAL FLEX AUTOMÁTICO ; Muricar Automoveis; Itu; Flex - Álcool e Gasolina; 2022;KM 500; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/itu/t-cross-10-200-tsi-total-flex-automatico-1650955;
158; TORO 1.3 TURBO 270 FLEX VOLCANO AT6 ; Muricar Automoveis; Itu; Flex - Álcool e Gasolina; 2022;KM 4.000; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/itu/toro-13-turbo-270-flex-volcano-at6-1650959;
159; COMMANDER 2.0 TD380 TURBO DIESEL OVERLAND AT9 ; Muricar Automoveis; Itu; Diesel; 2022;KM 1.500; Diesel;https://www.comprecar.com.br/carros-usados/itu/commander-20-td380-turbo-diesel-overland-at9-1651485;
160; HILUX 2.8 D-4D TURBO DIESEL CD SRX 4X4 AUTOMÁTICO ; Muricar Automoveis; Itu; Diesel; 2022;KM 145; Diesel;https://www.comprecar.com.br/carros-usados/itu/hilux-28-d-4d-turbo-diesel-cd-srx-4x4-automatico-1651488;
161; COROLLA CROSS 2.0 VVT-IE FLEX XRE DIRECT SHIFT ; Muricar Automoveis; Itu; Flex - Álcool e Gasolina; 2022;KM 17.000; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/itu/corolla-cross-20-vvt-ie-flex-xre-direct-shift-1663883;
162; L200 TRITON 2.4 16V TURBO DIESEL SPORT HPE CD 4P ; Muricar Automoveis; Itu; Diesel; 2022;KM 2.000; Diesel;https://www.comprecar.com.br/carros-usados/itu/l200-triton-24-16v-turbo-diesel-sport-hpe-cd-4p-1665147;
163; COROLLA 2.0 VVT-IE FLEX XEI DIRECT SHIFT ; Muricar Automoveis; Itu; Flex - Álcool e Gasolina; 2022;KM 14.000; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/itu/corolla-20-vvt-ie-flex-xei-direct-shift-1665526;
164; MOBI 1.0 8V EVO FLEX EASY MANUAL ; Muricar Automoveis; Itu; Flex - Álcool e Gasolina; 2022;KM 300; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/itu/mobi-10-8v-evo-flex-easy-manual-1670346;
165; AMAROK 2.0 HIGHLINE 4X4 CD 16V TURBO INTERCOOLER ; Muricar Automoveis; Itu; Diesel; 2022;KM 300; Diesel;https://www.comprecar.com.br/carros-usados/itu/amarok-20-highline-4x4-cd-16v-turbo-intercooler-1670604;
166; COROLLA 2.0 Vvt-ie XEI Direct Shift ; Panza Veículos; Capivari; Flex - Álcool e Gasolina; 2022;KM 2.048; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/capivari/corolla-20-vvt-ie-xei-direct-shift-1634081;
167; S10 2.8 MPFI LTZ 4X4 CD 16V ; Panza Veículos; Capivari; Diesel; 2022;KM 550; Diesel;https://www.comprecar.com.br/carros-usados/capivari/s10-28-mpfi-ltz-4x4-cd-16v-1665809;
168; Strada Endurance Cs 1.4 ; Vitória Veículos Indaiatuba; Indaiatuba; Flex - Álcool e Gasolina; 2022;KM 17.000; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/indaiatuba/strada-endurance-cs-14-1668102;
169; Onix 1.0 ; Vitória Veículos Indaiatuba; Indaiatuba; Flex - Álcool e Gasolina; 2022;KM 3.500; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/indaiatuba/onix-10-1668105;
170; NIVUS 1.0 200 TSI Highline ; World Car Jundiai; Jundiaí; Flex - Álcool e Gasolina; 2022;KM 100; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/jundiai/nivus-10-200-tsi-highline-1622687;
171; PULSE 1.0 Turbo 200 Impetus ; World Car Jundiai; Jundiaí; Flex - Álcool e Gasolina; 2022;KM 100; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/jundiai/pulse-10-turbo-200-impetus-1646238;
172; COMMANDER 1.3 T270 Turbo Limited ; World Car Jundiai; Jundiaí; Flex - Álcool e Gasolina; 2022;KM 100; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/jundiai/commander-13-t270-turbo-limited-1646268;
173; COROLLA CROSS 2.0 Vvt-ie XRE ; World Car Jundiai; Jundiaí; Flex - Álcool e Gasolina; 2022;KM 7.000; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/jundiai/corolla-cross-20-vvt-ie-xre-1646281;
174; Q3 1.4 35 TFSI Black S Tronic ; World Car Jundiai; Jundiaí; Gasolina; 2022;KM 500; Gasolina;https://www.comprecar.com.br/carros-usados/jundiai/q3-14-35-tfsi-black-s-tronic-1646355;
175; 208 1.6 16V Allure ; World Car Jundiai; Jundiaí; Flex - Álcool e Gasolina; 2022;KM 100; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/jundiai/208-16-16v-allure-1649989;
176; Corolla 2.0 Xei 16V Flex 4P Automático ; Espanha Multimarcas 01; Sorocaba; Flex - Álcool e Gasolina; 2016;KM 69.323; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/sorocaba/corolla-20-xei-16v-flex-4p-automatico-1643059;
177; MONTANA - 1.4 MPFI CONQUEST CS 8V 2P MANUAL ; Malentachi Veículos; Sorocaba; Flex - Álcool e Gasolina; 2009;KM 189.000; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/sorocaba/montana-14-mpfi-conquest-cs-8v-2p-manual-1651167;
178; HILUX 2.8 D-4d Turbo CD SRX 4X4 ; World Car Jundiai; Jundiaí; Diesel; 2022;KM 1.900; Diesel;https://www.comprecar.com.br/carros-usados/jundiai/hilux-28-d-4d-turbo-cd-srx-4x4-1651741;
179; ECLIPSE CROSS 1.5 Mivec Turbo HPE ; World Car Jundiai; Jundiaí; Gasolina; 2022;KM 4.000; Gasolina;https://www.comprecar.com.br/carros-usados/jundiai/eclipse-cross-15-mivec-turbo-hpe-1656866;
180; COMPASS 1.3 T270 Turbo Limited ; World Car Jundiai; Jundiaí; Flex - Álcool e Gasolina; 2022;KM 800; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/jundiai/compass-13-t270-turbo-limited-1657688;
181; ONIX 1.0 Turbo RS ; World Car Jundiai; Jundiaí; Flex - Álcool e Gasolina; 2022;KM 2.500; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/jundiai/onix-10-turbo-rs-1669059;
182; COROLLA 2.0 VVT-IE FLEX XEI DIRECT SHIFT ; Maggi Motors Toyota Ind.; Indaiatuba; Flex - Álcool e Gasolina; 2022;KM 5.160; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/indaiatuba/corolla-20-vvt-ie-flex-xei-direct-shift-1666756;
183; SANDERO 1.0 12V SCE FLEX GT LINE MANUAL ; Maggi Motors Toyota Ind.; Indaiatuba; Flex - Álcool e Gasolina; 2022;KM 6.888; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/indaiatuba/sandero-10-12v-sce-flex-gt-line-manual-1666757;
184; COROLLA 1.8 VVT-I HYBRID FLEX ALTIS CVT ; Maggi Motors Toyota Ind.; Indaiatuba; Flex - Álcool e Gasolina; 2022;KM 21.706; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/indaiatuba/corolla-18-vvt-i-hybrid-flex-altis-cvt-1666778;
185; COROLLA CROSS 2.0 VVT-IE FLEX XRE DIRECT SHIFT ; Maggi Motors Toyota Ind.; Indaiatuba; Flex - Álcool e Gasolina; 2022;KM 5.403; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/indaiatuba/corolla-cross-20-vvt-ie-flex-xre-direct-shift-1666801;
186; COMPASS 1.3 T270 TURBO FLEX S AT6 ; Maggi Motors Toyota Ind.; Indaiatuba; Flex - Álcool e Gasolina; 2022;KM 4.850; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/indaiatuba/compass-13-t270-turbo-flex-s-at6-1668569;
187; MOBI 1.0 8V EVO Like. ; Referency Veículos; Sorocaba; Flex - Álcool e Gasolina; 2022;KM 96; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/sorocaba/mobi-10-8v-evo-like-1652327;
188; UP CROSS MDV ; Mariano Motors; Sorocaba; Gasolina; 2019;KM 81.545; Gasolina;https://www.comprecar.com.br/carros-usados/sorocaba/up-cross-mdv-1669806;
189; Sandero 1.6 Expression 8V Flex 4P Manual ; Espanha Multimarcas 01; Sorocaba; Flex - Álcool e Gasolina; 2016;KM 88.215; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/sorocaba/sandero-16-expression-8v-flex-4p-manual-1650755;
190; CAPTUR 1.3 TCE Iconic ; Valec Renault Sorocaba; Sorocaba; Flex - Álcool e Gasolina; 2022;KM 1.913; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/sorocaba/captur-13-tce-iconic-1671211;
191; YARIS XL Plus Con. Sed. 1.5 Flex 16V Aut ; HD Veículos; Porto Feliz; Flex - Álcool e Gasolina; 2022;KM 13.000; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/porto-feliz/yaris-xl-plus-con-sed-15-flex-16v-aut-1642980;
192; Toro Endurance 1.3 T270 4x2 Flex Aut. ; HD Veículos; Porto Feliz; Flex - Álcool e Gasolina; 2022;KM 11.000; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/porto-feliz/toro-endurance-13-t270-4x2-flex-aut-1649269;
193; S10 2.8 16V Turbo High Country CD 4X4 ; Nova Pilar Automóveis; Pilar do Sul; Diesel; 2022;0 KM; Diesel;https://www.comprecar.com.br/carros-usados/pilar-do-sul/s10-28-16v-turbo-high-country-cd-4x4-1571937;
194; S10 2.8 LTZ 4X4 CD 16V Turbo ; Nova Pilar Automóveis; Pilar do Sul; Diesel; 2022;KM 2.000; Diesel;https://www.comprecar.com.br/carros-usados/pilar-do-sul/s10-28-ltz-4x4-cd-16v-turbo-1658502;
195; TAOS 1.4 250 TSI Highline ; Nova Pilar Automóveis; Pilar do Sul; Flex - Álcool e Gasolina; 2022;0 KM; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/pilar-do-sul/taos-14-250-tsi-highline-1666965;
196; KICKS 1.6 16vstart Advance ; P&R Automóveis; Jundiaí; Flex - Álcool e Gasolina; 2022;KM Não informado; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/jundiai/kicks-16-16vstart-advance-1669522;
197; HB20S 1.0 Tgdi Evolution ; Welder; Sorocaba; Flex - Álcool e Gasolina; 2022;KM 5.000; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/sorocaba/hb20s-10-tgdi-evolution-1665478;
198; STRADA 1.4 Fire Endurance CS ; Tibério & Estrela Veículos; Ibiúna; Flex - Álcool e Gasolina; 2022;0 KM; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/ibiuna/strada-14-fire-endurance-cs-1667984;
199; CRETA 1.0 TGDI LIMITED HYUNDAI ; Polo Veículos Boituva; Boituva; Flex - Álcool e Gasolina; 2022;KM Não informado; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/boituva/creta-10-tgdi-limited-hyundai-1657305;
200; COROLLA 2.0 Vvt-ie GLI Direct Shift ; Piracicabano Veículos; Campinas; Flex - Álcool e Gasolina; 2022;KM 27.324; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/campinas/corolla-20-vvt-ie-gli-direct-shift-1660225;
201; ONIX 1.0 FLEX MANUAL ; Neri Veículos Campinas; Campinas; Flex - Álcool e Gasolina; 2022;KM 4.000; Flex - Álcool e Gasolina;https://www.comprecar.com.br/carros-usados/campinas/onix-10-flex-manual-1670407;
